3893110467363738,IRR1NAFT0101,NAFX1,Oil Ind. Inv.-R,NAFT,ونفتح,ح . سرمایه‌گذاری‌ صنعت‌ نفت‌,IRR1NAFT0107,20180904,1,سرمایه‌گذاری صنعت‌نفت‌‌,A,N1,NO,1,23,2399,400
3917385912636499,IRXZXFIN0006,XFIN6,IFB Financial Indx,IDXS,مالی فرابورس6,شاخص مالی فرابورس,IRXZXFIN0006,20180721,2,شرکت شاخص,I,00,ID,6,X1,X1,69
3994823794687025,IRR7SHLP0101,SHLX1,Lordegan Petr-R,SHLP,شلردح,ح.کود شیمیایی اوره لردگان,IRR7SHLP0105,20181216,4,کود شیمیایی اوره لردگان,A,P1,NO,7,44,4412,404
3997755616402545,IRB4SF730241,S73Q1,SOV.MNF73SP230702,SF73,افاد73,منفعت دولت7-ش.خاص نوین0204,IRB4SF730241,20200104,2,منفعت دولت7-شرایط خاص نوین,A,Z1,NO,4,69,6946,706
4144074544456596,IRB3TF0202C1,TF2Q1,TFardaIJRLOT240225,TF02,تابان02,اجاره تابان لوتوس14021206,IRB3TF0202C4,20200314,2,اجاره تابان فردا لوتوس 021206,A,Z1,NO,4,69,6910,306
4159532151694984,IRO7FBSP0001,FBSP1,Mashad Packing,FBSP,فبستم,صنایع ‌بسته‌بندی‌ مشهد,IRO7FBSP0007,20200801,4,صنایع ‌بسته‌بندی‌ مشهد,A,P1,NO,7,28,2899,309
4202223580392187,IRR3CGRZ0101,CGRX1,Shomal Gharb Co-R,CGRZ,ثغربح,ح.شرکت سرمایه گذاری مسکن شمالغ,IRR3CGRZ0100,20200526,2,شرکت سرمایه گذاری مسکن شمالغرب,A,Z1,NO,1,70,7010,403
4208841225215712,IRR1PASH0101,PAHX1,Paksho-R,PASH,پاکشوح,ح . گروه صنعتی پاکشو,IRR1PASH0104,20200726,1,گروه صنعتی پاکشو,A,61,NO,5,44,4424,400
4247709727327181,IRO3KARZ0001,KARZ1,Kharazmi Info.,KARZ,مفاخر,توسعه فناوری اطلاعات خوارزمی,IRO3KARZ0004,20200801,2,توسعه فناوری اطلاعات خوارزمی,A,Z1,NO,3,72,7200,303
4267564158935326,IRO7BSOP0001,BSOP1,Ghand Bisotoon,BSOP,قیستو,شرکت قند بیستون,IRO7BSOP0006,20200801,4,شرکت قند بیستون,A,C1,NO,7,38,3842,309
